text,date,n_favs,n_rts
not me crying at liability - lorde,2022-02-18 04:38:32+00:00,1,0
"juraría que muy poca gente sabe llegar de la simón al idea desde dentro de la simón.
con suficiente tiempo y falta… https://t.co/JdcoW1rx5D",2022-02-18 03:28:05+00:00,1,1
@EsJavier_ XDDD meme vale tmq,2022-02-17 22:08:11+00:00,1,0
@LeGranColombia foto o fake,2022-02-17 18:37:41+00:00,1,0
@arjogezh me debe una chupeta desde 2020 y no me la ha pagado. https://t.co/rAukQFzIIg,2022-02-17 17:46:11+00:00,1,0
"el mes pasado escuché música de más o menos 150 álbumes y este mes estoy en un vaivén entre el madrileño y veteran, todo mal",2022-02-17 14:36:56+00:00,1,0
"A propósito de esa anécdota, hoy fui a pabellones y vi que todavía quedaba algo de lo que había escrito hace más de… https://t.co/oWgCX9rvjM",2022-02-16 22:46:20+00:00,3,1
"@gonthal En diciembre compré en Amazon estos
https://t.co/vOdfyEsyds para el teléfono y estos… https://t.co/CvUAeUzWN1",2022-02-15 22:48:59+00:00,1,0
los jardines de la uni están vueltas una selva. quería encontrar serpientes pero desafortunadamente no vi/escuché n… https://t.co/KOqhCxaz1l,2022-02-15 19:18:41+00:00,4,0
"me pegó un poco tarde, pero ya amo el madrileño 😭",2022-02-15 03:50:19+00:00,3,0
uno por cada ____ https://t.co/3qKVfrDTBD,2022-02-15 03:49:13+00:00,1,0
@aaeilrv unos scripts de python y acceso a la api de instagram ❤️,2022-02-14 21:14:01+00:00,1,0
@EsJavier_ ese polvo es el que hace que a los computistas les crezca el cabello el doble de rápido,2022-02-14 21:10:20+00:00,1,0
@ericitodemar puedo limpiar el router y el lugar donde me voy a sentar,2022-02-14 17:08:04+00:00,2,0
ok amo esto https://t.co/w4R6ffmABN,2022-02-12 22:13:12+00:00,1,0
@gonthal interactúo con este tuit porque ya me ha aparecido 4 veces y no sé qué quiere twitter que haga,2022-02-12 01:17:20+00:00,1,0
estudiar todo lo de semana 1 o avanzar unas 10 misiones de gta 4 ?? 😭,2022-02-11 20:00:47+00:00,1,0
hoy en 1998 salió in the aeroplane over the sea. ese es el tuit.,2022-02-11 03:02:04+00:00,1,0
"desempolvando por ahí me encontré mis tres parciales de mate 2

(sweet irony, en su momento me llegué a quejar por… https://t.co/qQgpOlT4iQ",2022-02-11 02:32:59+00:00,0,1
quiero hacer un hilo infinito de fotos de flores para subir individualmente cada flor/planta distinta a la que le h… https://t.co/DsoIwTlUBN,2022-02-10 23:19:00+00:00,2,0
@barbscarlet sí fui,2022-02-10 23:09:48+00:00,1,0
"@cchangUSB 🥺🥺🥺 qué bella. las penúltimas fotos que le había tomado al arbol fueron en 2020, son muy parecidas a esa… https://t.co/64onmRwA1w",2022-02-10 20:36:08+00:00,2,0
@segoviack yo las puse ahí. también puse un cocodrilo en 2019 pero creo que se murió por falta de alimento,2022-02-10 20:07:16+00:00,1,0
primera sem de trimestre y quiero llorar ya,2022-02-10 02:13:58+00:00,2,0
"fue día de estar triste ;-;

entre los viajes de ida y vuelta escuché

veteran de jpegmafia
el madrileño de c tanga… https://t.co/06S9rsNhzp",2022-02-08 03:02:18+00:00,1,0
@sarajademarie loveyou sube,2022-02-08 02:01:32+00:00,1,0
@Revolu01 @EsJavier_ brutal el username,2022-02-07 01:17:19+00:00,3,0
"me dijeron que maduro donó 28 autobuses yutong NUEVOS a la USB, me pueden confirmar si es cierto?",2022-02-05 15:48:51+00:00,1,0
@luisyeguezm este tipo no es amigo mío,2022-02-05 05:51:21+00:00,1,0
@EsJavier_ @binomiaa la novia de lester,2022-02-05 02:58:00+00:00,1,0
@sharitzard yo quiero jugarlo tambn,2022-02-05 02:57:38+00:00,1,0
"@EsJavier_ yo tuve 1 en inglés 3 por un año xdddd, también la eximí",2022-02-04 18:21:55+00:00,1,0
@luisasfa05 https://t.co/uSU77AAr2B,2022-02-04 17:03:57+00:00,1,0
@sharitzard detrás de un panadero hay una persona con sentimientos y necesidades de afecto...,2022-02-01 23:12:38+00:00,1,0
@sharitzard entonces si digo rue te aparecerá este tuit??? 🤔,2022-02-01 03:51:08+00:00,1,0
@_ArturoY @LalezkaDu prueba de que Venezuela se está arreglando qed,2022-01-31 16:17:58+00:00,2,0
@LeGranColombia RRAAAAA humildad locura,2022-01-31 05:10:05+00:00,1,0
"@EsJavier_ bello el leithold, lo mejor",2022-01-31 03:09:18+00:00,1,0
@EsJavier_ aviso que ese meme es una blasfemia,2022-01-31 03:06:44+00:00,1,0
@angel16012 https://t.co/4ZUkEo2FtL,2022-01-30 16:04:24+00:00,3,0
i love my niggas like white people love rap,2022-01-30 05:43:51+00:00,1,0
simplemente no puedes tener más de 15 años y querer ir a tomorrowland,2022-01-30 05:17:24+00:00,1,0
@isademotunui mecánico,2022-01-30 03:25:15+00:00,1,0
"@_idkangel mi comentario se refería a que si no sabes hacer el ejercicio, no mereces pasar la materia, no que ni no… https://t.co/LaecEn2fhY",2022-01-30 00:44:42+00:00,1,0
"@_idkangel si no entiendes una materia, no mereces pasar esa materia. si estás en la universidad y no te hace senti… https://t.co/mBTlP5Eopy",2022-01-30 00:44:27+00:00,3,0
"@_idkangel que farith explique mal, que no haya explicado siquiera, que sea mal profesor, que sea injusto corrigien… https://t.co/3Ecdo7rvW5",2022-01-30 00:36:06+00:00,1,0
"@_idkangel y la vi por primera vez en verano, está de más decir. no estoy hablando por hablar solo porque ya la vi… https://t.co/2lVMDcLASM",2022-01-30 00:33:22+00:00,1,0
@_idkangel jasjsas me podías etiquetar o citarme no tengo problema. si no me lo mandan ni me fuera aparecido tu bas… https://t.co/1cPZkHh1zN,2022-01-30 00:33:01+00:00,1,0
sí admito que es silly evaluar con un solo ejercicio pero el ejercicio en sí no parece siquiera algo del otro mundo… https://t.co/wS1eSV8ydc,2022-01-29 19:26:41+00:00,1,0
"si esto no te sale en 50 minutos en realidad no mereces pasar mate 3
(o en su defecto, mereces un 3 en la raya) https://t.co/Pn0gMZKU19",2022-01-29 19:12:46+00:00,3,0
@pqleq dije esquizofrenico y me salió una fiesta,2022-01-27 20:43:16+00:00,1,0
"ya me cae mal la gente que juega (y sube) wordle, en serio.
jueguen su vaina callados, qué fastidiosos compartiéndo… https://t.co/1ZYnG4YP5m",2022-01-27 04:00:48+00:00,4,2
not lanzarse un hilo para no admitir que eres un negador de cupos https://t.co/bYDjyg5cUR,2022-01-26 19:07:11+00:00,1,0
la gente en la simón se mete perico cero dudas,2022-01-25 16:38:53+00:00,4,0
@aaeilrv de pana luego de leer eso solo me queda dormir (y triste),2022-01-25 06:11:09+00:00,1,0
quiero anestesia total que dure para siempre si alguien tiene avise al dm urgente i don't wanna live anymore,2022-01-24 01:15:56+00:00,1,0
"importante, favor difundir",2022-01-23 16:40:31+00:00,2,0
Neighborhood #1 (Tunnels),2022-01-22 03:50:32+00:00,2,0
"recibí insultos por mandar 40 fotos de mis bias de kpop por un grupo de amigos
quiero estar solo necesito reconsiderar cosas",2022-01-22 03:44:10+00:00,1,0
"""You can't crush a soul here, that's what life on earth is for""",2022-01-22 00:57:28+00:00,1,0
me will end up alone,2022-01-21 20:23:38+00:00,1,0
@kekhanivore el chamo catire que habrás visto no era yo ni ninguno de mis amigos con los que estaba sentado ese día… https://t.co/D4gRG6Cdhw,2022-01-21 18:51:12+00:00,4,0
@kekhanivore ES MIO,2022-01-21 18:43:00+00:00,1,0
Universidad Omicron Bolívar (el mes que viene),2022-01-20 13:17:26+00:00,3,0
qn pa hablar por pictochat de nintendo,2022-01-20 13:16:34+00:00,2,0
@gonthal @aaeilrv tremendo álbum querrás decir,2022-01-20 03:03:54+00:00,3,0
All you had to do was follow the damn train CJ! https://t.co/7vzivLXhv2,2022-01-19 16:28:30+00:00,2,0
"happy porque acaban de dar las notas de algos y salí bien 🥺🥺 cuánto me cuesta esa materia, por fin pasé las 3 🔝",2022-01-18 20:23:06+00:00,1,0
@_ArturoY y luego te mata,2022-01-18 17:14:16+00:00,1,0
trasnocharse muriéndose escuchando nujabes vibes,2022-01-17 06:37:55+00:00,1,0
@aaeilrv jsasja no importa yo estaré escuhando Colgando en tus manos - Carlos Baute,2022-01-13 17:00:51+00:00,0,1
@isademotunui una metáfora de la supremacía de los mototaxistas,2022-01-11 01:31:31+00:00,4,0
"yo jamás sería machista, porque yo sí ayudo con las labores que le corresponden a las mujeres",2022-01-08 18:50:51+00:00,2,0
@Diegocentricoo en un iphone tomas fotos así desde la cámara de whatsapp,2022-01-06 03:07:41+00:00,1,0
"acabo de ver encanto y es una belleza, loved it.
cómo es que todo lo que compone lin-manuel miranda es tan increíble 😭 i don't get it",2022-01-02 02:01:22+00:00,1,0
@fungikami a qn asesinas hoy 🥺🥵 qué bonis ka tea mo 💜,2021-12-31 21:16:04+00:00,1,0
listo empezaré a hablar bien de todo y ya,2021-12-31 04:16:28+00:00,3,0
"qué va rauw se quedó enterrauw, de la tumba no sale",2021-12-30 18:28:14+00:00,1,0
@gonthal de bts o de kendrick lamar ???,2021-12-30 04:36:10+00:00,1,0
@MichelleOrell demasiado enchufada 😭,2021-12-30 00:54:58+00:00,1,0
@rohelysss PLÁSTICO,2021-12-29 20:14:25+00:00,1,0
@aaeilrv si no me l dices no lo creo,2021-12-29 15:09:38+00:00,1,0
@rohelysss es así,2021-12-29 13:14:30+00:00,1,0
si fuiste a los conciertos de los meseros y lazo tienes demasiada plata no merezco hablar contigo siquiera estás una clase social por encima,2021-12-29 03:22:06+00:00,4,0
si crees que graduarte de la universidad te quita lo pendejo recuerda que el baterista de imagine dragons es graduado de berklee,2021-12-28 23:09:07+00:00,1,0
por qué los gringos le dicen a los muertos que resten en paz,2021-12-28 18:27:44+00:00,2,0
@isademotunui es mala that's all x.x endgame es mucho más emocionante y mejor en todo aspecto,2021-12-28 06:27:37+00:00,2,0
@lale_binnie @luisyeguezm lale te amo,2021-12-28 02:39:39+00:00,1,0
@luisyeguezm va funado ese esquizoide,2021-12-28 02:39:26+00:00,4,0
yo a chaeyoung y a más nadie oyó,2021-12-28 00:25:04+00:00,1,0
flaca 🛐 te rezo 🛐,2021-12-28 00:25:03+00:00,2,0
nuevo formato de meme son capturas de tiktoks,2021-12-27 21:04:35+00:00,1,0
i normal e igriega https://t.co/t5VMtek1BL,2021-12-27 18:47:33+00:00,1,0
soy el único al que le da ansiedad tuitear porqué me dan miedo los errores ortografícos que pueda tener?,2021-12-27 01:24:15+00:00,1,0
"@cassiebyskins te dice que es que le da miedo por la delincuencia y vaina, mejor ir un grupito más o menos grande",2021-12-26 22:48:38+00:00,1,0
@binomiaa si no lees paulo coehlo no eres nadie amiga,2021-12-26 01:07:26+00:00,1,0
@isademotunui @_ArturoY venía a comentar eso god of mine,2021-12-25 19:00:28+00:00,1,0
@gonthal yo compré 3 pensando que se acababan rápido y todavía no se me acaba la primera de hace dos años xdddd,2021-12-22 03:28:27+00:00,1,0
"Es muy difícil ser gay en Venezuela, mucho. Yo no tuve conciencia plena de ello hasta que salí, porque estuve rodea… https://t.co/8sZ8fUilCs",2021-12-21 14:03:04+00:00,1,0
twitter usb more like ladillas usb jódanse todos los odio,2021-12-21 13:51:17+00:00,1,0
https://t.co/bBOcm3dAIj,2021-12-20 01:39:56+00:00,2,0
"hazlo público, obviamente es problema mío 🥺",2021-12-20 01:39:36+00:00,2,0
"literalmente soy el chamo

solo 2 personas me felicitaron y fue hace pocos días 🥳🤩 https://t.co/jj408PgobQ",2021-12-19 23:11:31+00:00,1,0
"tuve que ir a ver spiderman para corroborar con mi propio criterio que es malísima con ganas, y ojalá lo dijera jug… https://t.co/lrImySAaoB",2021-12-17 22:49:29+00:00,2,0
varios de mis amigos desactivaron la descarga automática de imágenes en whatsapp para no comerse spoilers de spider… https://t.co/T2VEu5frTQ,2021-12-16 18:19:47+00:00,1,0
@sharitzard yo nunca pasé la batalla con sans ;_; me la pasó mi hermano xddd,2021-12-16 13:35:38+00:00,1,0
"@gonthal una falla ahí con la fecha, poco contraste 😭",2021-12-15 02:49:10+00:00,1,0
por siempre y me parece un total despropósito i just want to address it,2021-12-14 23:15:07+00:00,1,0
literalmente esto es un rant porque sí. ahorita mismo no me dirijo a nadie pq es un tema que no han mencionado tant… https://t.co/fuaRvNuKqb,2021-12-14 23:15:06+00:00,1,0
intercambio de ideas y la generación de conocimiento. más aún aquí en venezuela donde el desarrollo tecnológico y l… https://t.co/MmKPXjAGJM,2021-12-14 23:15:05+00:00,2,1
no estoy en contra de que se usen más las tdd en los cursos. en todos estos periodos a distancia los profesores han… https://t.co/vUxSCX0ToM,2021-12-14 23:14:54+00:00,2,1
"si aún con condiciones todavía piensas que las clases deberían mantenerse online te odio personalmente.
i kno que p… https://t.co/9iVDim1HDu",2021-12-14 23:14:51+00:00,1,0
pq la basura de gobierno y autoridades que tenemos no pueden siquiera garantizar condiciones mínimas para la viabil… https://t.co/Pqm0S2qF1P,2021-12-14 23:14:49+00:00,2,1
"para ver tus cursos, si querías sacar una carrera completamente a distancia go fuck yourself, te fueras metido en l… https://t.co/L827Nt96YI",2021-12-14 23:14:48+00:00,2,0
"la gente que dice q ojalá las clases sigan online siempre no puede parecerme nada menos que estúpida, más cuando se… https://t.co/htbPv6ZLIP",2021-12-14 23:14:46+00:00,2,1
@rohelysss soy la gente de pana,2021-12-14 22:29:02+00:00,1,0
@gonthal qué arrecho implementar notas al pie de página en twitter,2021-12-14 13:30:58+00:00,2,0
@aaeilrv ya hablas mandibuleado lo tienes todo,2021-12-13 00:48:19+00:00,1,0
@binomiaa fuera fino que vendieran entradas de estudiante,2021-12-12 21:34:31+00:00,1,0
por qué Bad Boy de Red Velvet se escucha tan increíble 😭😭😭😭 qué bien producida está,2021-12-12 05:40:24+00:00,0,1
@gonthal qué feo cuando uno deja descargando algo y cuando se levanta y lo ve se jodió la descarga en la noche 😐,2021-12-11 16:53:26+00:00,1,0
mi vida. y es muy frustrante https://t.co/L2wlEh18Pn,2021-12-09 20:35:18+00:00,2,0
@gonthal netflix no es pa ver anime rey déjate de eso,2021-12-09 17:46:19+00:00,1,0
@Nadhe_15 memorizas la respuesta a todos los ejercicios de la guía y reza que el que salga en el parcial sea uno de esos 🧠💥,2021-12-09 16:49:36+00:00,1,0
tbh no entiendo tanto tampoco a la gente que come corn flakes porque esa vaina sabe horrible https://t.co/5BAytctDhB,2021-12-09 01:41:47+00:00,2,0
abriré club de fans de rodrigo de la serna https://t.co/rEjVTCd9f7,2021-12-08 18:22:55+00:00,2,0
@binomiaa ulalá señor francés,2021-12-08 13:20:57+00:00,1,0
https://t.co/92t2uPdRBm,2021-12-08 03:22:22+00:00,1,0
"@EsJavier_ no es que en la vida real no critique, solo que criticar y odiar me parecen cosas muy distintas, y mucha… https://t.co/lIdIw6OaFP",2021-12-07 19:46:24+00:00,1,0
"debería hacer una cuenta multi-stan para stanear a lisa, jennie, yeji, ryujin, yuna, momo, chaeyoung, dahyun, sana,… https://t.co/PSNlmbcsll",2021-12-07 05:20:44+00:00,0,1
@fungikami loveyou,2021-12-07 01:28:50+00:00,1,0
"tengo que dejar de ser tan impulsivo, 4 real",2021-12-04 23:04:01+00:00,1,0
I'm sad,2021-12-04 12:43:08+00:00,1,0
@aaeilrv esa no es waleria es 🌹𝓦𝓪𝓵𝓮𝓻𝓲𝓪🌹,2021-12-04 05:21:34+00:00,1,0
alexa explain el algoritmo de neville,2021-12-03 23:32:34+00:00,1,0
@gonthal https://t.co/aKP0D4t3Ek destruye la discografía entera de daft punk oyó,2021-12-02 14:35:39+00:00,1,0
yo quiero (aviso que es puro ed sheeran) https://t.co/WQGsQIJkNB,2021-12-02 00:23:47+00:00,1,0
@gonthal 100,2021-12-02 00:21:01+00:00,1,0
recomienden audífonos por menos de $100 ya me cansé de esta güevonada.,2021-12-01 14:08:09+00:00,1,0
@rohelysss sí me pasa,2021-12-01 03:35:50+00:00,1,0
"primera vez que probé pizza con piña hoy y 🥰
aprobado está buena 👍🏻",2021-11-30 23:47:47+00:00,1,0
@sarajademarie no encuentro qué adjetivo comentar porque están demasiado increíbles las fotos y ninguno que se me ocurre le hace justicia 🥺🥺,2021-11-30 08:01:53+00:00,1,0
@rohelysss cuándo y dónde,2021-11-30 00:43:43+00:00,2,0
vendo entrada para spiderman $160 info al priv en cines unidos los naranjos,2021-11-29 18:59:19+00:00,1,0
usar linux https://t.co/36wxwdaQms,2021-11-28 22:54:30+00:00,3,0
@itsmelanoide feliz dia por la mañana,2021-11-28 03:19:10+00:00,1,0
@gonthal date pa jugar,2021-11-27 19:25:20+00:00,1,0
@gonthal tmq,2021-11-26 20:08:27+00:00,1,0
@gonthal por mamaguevo,2021-11-26 12:43:11+00:00,1,0
@binomiaa ese sí es bueno 🦭,2021-11-26 00:05:05+00:00,1,0
@callmeanto jsassjsajssojsa qué buenooo,2021-11-26 00:04:35+00:00,1,0
@aaeilrv qué es mejor pedir perdon o permiso?,2021-11-24 16:40:04+00:00,1,0
@pupilalejana no había sido eso por los Oscars?  se me hace que no había ido cuando ganó mejor canción original en… https://t.co/wGGOnePGcc,2021-11-24 00:24:28+00:00,1,0
"basado en eso los grammys son un meme desde hace al menos 17 años, pero capaz siempre lo fueron",2021-11-23 18:24:20+00:00,1,0
hechos deplorables: lose yourself de eminem obteniendo el 2004 la primera nominación en la historia de los grammys… https://t.co/qmsl9uVoUm,2021-11-23 18:24:20+00:00,1,0
@rohelysss vamos sí se puede,2021-11-23 00:01:43+00:00,1,0
@medicenxai yo de ud piroba,2021-11-21 04:05:04+00:00,1,0
@gonthal solo queda tinta azul rey tómalo o déjalo,2021-11-19 19:35:01+00:00,3,0
"SALIÓ 30. Menos mal porque tengo insomnio. 🥺
Espero mucho ojalá no me desekcione",2021-11-19 06:54:25+00:00,1,0
COÑO sí quiero escuchar Red (Taylor's Version) pero cómo hago para evitar pensar que voy a perder 2 horas escuchand… https://t.co/MHfFj6x7v1,2021-11-18 15:44:16+00:00,1,0
@gonthal the absolute 🤓,2021-11-16 04:50:40+00:00,1,0
hice un tuit de la orquesta y perdí crédito social 🥲,2021-11-14 00:16:25+00:00,2,0
hey pero ustedes rompieron un record guiness?????? okkkkkkk,2021-11-13 18:49:59+00:00,2,0
@aaeilrv qué culpa tenía la pobre rizadora,2021-11-13 01:02:36+00:00,1,0
@aaeilrv tan admirable y talentosa que eres mira tú ):,2021-11-12 01:09:32+00:00,1,0
3 edificios y una cola de gasolina https://t.co/lPVDszteBk,2021-11-12 01:03:29+00:00,3,0
@luisasfa05 yo siempre pongo música en los parciales 🤧🤧 qué ladilla eso de micro abierto 😷,2021-11-11 21:41:21+00:00,1,0
"""la perra esa"" y otras manifestaciones de misoginia",2021-11-11 17:59:01+00:00,1,0
https://t.co/v1O6spTzh5 https://t.co/z3jNjEYwYk,2021-11-11 13:21:45+00:00,1,0
@medicenxai ya lo estoy reina,2021-11-11 04:37:48+00:00,1,0
wtf francisco marquez wtf https://t.co/51uV9jCTuO,2021-11-11 01:23:48+00:00,4,0
@gonthal 🥺🥺 enseña,2021-11-10 20:29:49+00:00,1,0
"18 años.
Cáncer.
2.00m https://t.co/yQG5SZRLYp",2021-11-10 17:23:37+00:00,1,0
@sharitzard EXPUESTO,2021-11-09 12:21:32+00:00,1,0
@rohelysss son 2 $ relax,2021-11-08 22:16:09+00:00,1,0
@gonthal la esquizofrenia pegando fuerte,2021-11-08 21:26:53+00:00,1,0
@luisyeguezm te voy a joder pajuo,2021-11-06 01:39:09+00:00,1,0
https://t.co/ZEd5XC8R8e https://t.co/zBDgPulxFk,2021-11-05 20:34:29+00:00,1,0
@cassiebyskins yo digo que lo hagas,2021-11-05 19:11:42+00:00,1,0
@gonthal en google aparece cáncer,2021-11-05 13:35:52+00:00,2,0
FELICILANDIA,2021-11-05 04:33:01+00:00,1,0
el algoritmo de chus fuera un buen nombre para un algoritmo,2021-11-04 13:33:09+00:00,1,0
@sarajademarie i'd say a goddess looks like you,2021-11-04 03:00:34+00:00,1,0
"antes era así en la vida, dependía mucho de esto, pero cuando programas te da un tic nervioso y casi como un reflej… https://t.co/nuAsov3voo",2021-11-04 02:45:33+00:00,1,0
"@pupilalejana sin saber de poco a nada de historia, me parece que el decir se refiere a la historia ""oficial"", a la… https://t.co/bV7o1LuJjy",2021-11-04 02:26:56+00:00,1,0
quiere ser químico marico 🥺❤️ https://t.co/iwWy9cAHCu,2021-11-04 02:22:51+00:00,2,0
bajé de los 200 followers again qué nice. mucho rant.,2021-11-04 01:04:09+00:00,1,0
@medicenxai en mcdonalds están buscando empleados,2021-11-04 01:01:32+00:00,1,0
"no sé por qué alguien querría eliminar de su habla un rasgo de la idiosincrasia caribeña en primer lugar, habiendo… https://t.co/2wYend2hYB",2021-11-03 20:20:02+00:00,1,0
https://t.co/bXlic08DvE,2021-11-03 16:12:46+00:00,2,1
@binomiaa si tan solo a los profesores les importara la salud mental de los estudiantes 🤧,2021-11-03 16:05:25+00:00,3,0
@gonthal solo quiero ver la vaina y vierne y se publica  XDDDDDDDD,2021-11-03 04:13:57+00:00,2,0
@gonthal @LeGranColombia @cassiebyskins @aaeilrv @jeaanibarra no viste nada.,2021-11-03 04:13:17+00:00,2,0
"MCOOOOOOOO Github Copilot me acaba de completar una línea en MIPS y estoy llorando, no esperaba que una inteligenci… https://t.co/JkJGfa8s8Y",2021-11-02 03:33:27+00:00,1,0
@gonthal puro pato escucha indie dígalo,2021-11-02 02:09:12+00:00,1,0
"El Gavilán de Aldemaro Romero, un cover en Onda Nueva (un género que se basa en los elementos la música venezolana… https://t.co/ldBuU9yJes",2021-11-02 01:04:32+00:00,0,1
"Siempre trato de que mis sueños sean lo más grandes posibles y hacer Hasta Lo imposible para alcanzarlos.
Hoy más q… https://t.co/V7rPrkLVgf",2021-11-01 00:30:36+00:00,1,0
"Hace unos días recibí mi título de publicidad y mercadeo.
Después de tanto esfuerzo y dedicación.Y me puse a pensar… https://t.co/E270l4VA53",2021-11-01 00:30:35+00:00,1,0
se arregló venezuela señores https://t.co/osFMv2MPR3,2021-10-31 18:25:14+00:00,3,0
@Goosline y F(x) + C será lo mismo que C + F(x),2021-10-31 16:17:48+00:00,1,0
@jeaanibarra DONDE está a ese precio??? Un 12 a ese precio en mcy sí te lo creo. De cámara me compraría una sony o… https://t.co/f8DinISiD0,2021-10-31 01:10:07+00:00,1,0
send inspiración,2021-10-30 23:14:41+00:00,1,0
coño por qué yo sigo teniendo twitter para tener que ver estas pendejadas vale,2021-10-30 23:07:07+00:00,0,0
En Venezuela 🇻🇪 el arte 🎨 no se respeta 😩,2021-10-30 23:07:07+00:00,1,0
RT @ayunoko: 🎃👻 https://t.co/w3RxeZ2xGD,2021-10-30 23:03:17+00:00,0,879
"después de muchos años porcupine tree saca otro álbum, eso significa...
otro álbum más para odiar ✍🏻",2021-10-30 23:03:13+00:00,0,0
RT @caryacarolina: Estábamos aburridas y nos vinimos a Bélgica https://t.co/51cI16LykQ,2021-10-30 18:07:41+00:00,0,21
@cassiebyskins fan del makeup,2021-10-30 16:02:40+00:00,1,0
RT @lsloops: EAT EAT EAT https://t.co/CGq6R7HWY7,2021-10-30 12:17:27+00:00,0,8750
"RT @Paris2024: 1000 days to go until #Paris2024
1000 days to live together.

J-1000 avant les Jeux de #Paris2024 
1000 jours à vivre ensemb…",2021-10-30 12:17:11+00:00,0,1751
"con lo mucho que estoy en contra de escuchar soundtracks como si fuesen álbumes, el soundtrack de euphoria está precious lo afirmo",2021-10-30 05:37:55+00:00,1,0
"RT @gonthal: Esto me pasó el otro día y me enterneció como no tienen idea.❤️

Al final sí me dio permiso para usar esto. https://t.co/19txX…",2021-10-30 00:46:17+00:00,0,3
pasen last fm,2021-10-30 00:04:18+00:00,0,0
@aaeilrv pero pave,2021-10-30 00:02:58+00:00,0,0
"RT @TravelVida: Reykjavik, Iceland 🇮🇸🌈
📸: @Chiditty | IG https://t.co/PjuWfSn2DH",2021-10-29 21:07:24+00:00,0,314
RT @birdfrogdraws: Ponyo https://t.co/edJvrwbULh,2021-10-29 20:10:43+00:00,0,3866
@QZinnias @mariojllesca,2021-10-29 18:31:54+00:00,1,0
RT @floofyfluff: What if we wore matching cow gf hats 🥺 https://t.co/m8nTnZpg7k,2021-10-29 18:31:28+00:00,0,1888
@fungikami dame,2021-10-29 18:23:30+00:00,0,0
